tendPredict,tendPredictEMAn,tendBase,preStopGainLoseTend,preStopCountdown,baseTime,basePrice,tendInventory,inventoryPL,inventoryPLmax,inventoryPLmin,settlePL,settleLoseWorst,settlePLsum,settlePLsumMax,settlePLsumMin,buySaleTimes,dealdate,section,dealtime,priceClose,TendSummary
0.73105543851852417,0.73105543851852417,1,0,0,090700,11105.00,1,115.00,119.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103600,11220.00,1
0.73105847835540771,0.73105847835540771,1,0,0,090700,11105.00,1,127.00,127.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103700,11232.00,1
0.73105853796005249,0.73105853796005249,1,0,0,090700,11105.00,1,135.00,135.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103800,11240.00,1
0.73105853796005249,0.73105853796005249,1,0,0,090700,11105.00,1,125.00,135.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,103900,11230.00,1
0.73105722665786743,0.73105722665786743,1,0,0,090700,11105.00,1,118.00,135.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104000,11223.00,1
0.730925977230072,0.730925977230072,1,0,0,090700,11105.00,1,126.00,135.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104100,11231.00,1
0.73102271556854248,0.73102271556854248,1,0,0,090700,11105.00,1,135.00,135.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104200,11240.00,1
0.73105823993682861,0.73105823993682861,1,0,0,090700,11105.00,1,139.00,139.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104300,11244.00,1
0.73105847835540771,0.73105847835540771,1,0,0,090700,11105.00,1,144.00,144.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104400,11249.00,1
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,139.00,144.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104500,11244.00,1
